target_id	length	eff_length	est_counts	tpm
ENST00000610516	1579	1433.6	0	0
ENST00000436911	1013	867.605	0	0
ENST00000619762	1530	1384.6	0	0
ENST00000613738	1465	1319.6	0	0
ENST00000610889	936	790.605	0	0
ENST00000443402	2730	2584.6	0	0
ENST00000611116	976	830.605	0	0
ENST00000616778	1147	1001.6	0	0
ENST00000611204	1226	1080.6	0	0
ENST00000613353	822	676.632	2	0.358642
ENST00000618259	1415	1269.6	0	0
ENST00000390477	720	574.632	0	0
ENST00000617343	885	739.605	0	0
ENST00000390328	70	11.4382	0	0
ENST00000390320	127	23.2693	0	0
ENST00000390330	46	7.80556	0	0
ENST00000390240	38	9.3	0	0
ENST00000390564	52	10.2453	0	0
ENST00000461719	46	7.80556	0	0
ENST00000390238	38	9.3	0	0
ENST00000390241	39	10.3	0	0
ENST00000390242	38	9.3	0	0
ENST00000390322	175	50.9564	0	0
ENST00000390324	176	51.6807	0	0
ENST00000390326	33	10.4	0	0
ENST00000390327	72	11.5	0	0
ENST00000463911	49	9.52381	0	0
ENST00000390565	52	10.2453	0	0
ENST00000488476	49	9.52381	0	0
ENST00000390560	61	10.1691	0	0
ENST00000390239	37	8.3	0	0
ENST00000390321	460	314.706	0	0
ENST00000390331	441	295.717	0	0
ENST00000390559	1485	1339.6	0	0
ENST00000610838	1883	1737.6	0	0
ENST00000613516	1880	1734.6	0	0
ENST00000390547	1112	966.605	0	0
ENST00000390237	523	377.68	0	0
ENST00000614656	824	678.632	0	0
ENST00000430694	908	762.605	0	0
ENST00000610638	940	794.605	0	0
ENST00000614252	923	777.605	0	0
ENST00000390323	462	316.706	0	0
ENST00000390541	1412	1266.6	0	0
ENST00000390543	1119	973.605	0	0
ENST00000390545	1132	986.605	0	0
ENST00000390325	462	316.706	0	0
ENST00000390556	1678	1532.6	0	0
ENST00000613640	1155	1009.6	0	0
ENST00000390551	1268	1122.6	0	0
ENST00000616127	1566	1420.6	0	0
ENST00000621473	1732	1586.6	0	0
ENST00000390548	2619	2473.6	0	0
ENST00000390549	1128	982.605	0	0
ENST00000390542	1022	876.605	0	0
ENST00000612473	1428	1282.6	0	0
ENST00000613152	1595	1449.6	0	0
ENST00000619212	1628	1482.6	0	0
ENST00000618756	1639	1493.6	0	0
ENST00000618145	1543	1397.6	0	0
ENST00000615822	1597	1451.6	0	0
ENST00000390539	1071	925.605	0	0
ENST00000390282	419	273.792	0	0
ENST00000390314	400	254.87	0	0
ENST00000390287	365	220.311	0	0
ENST00000390284	362	217.352	0	0
ENST00000390310	374	229.211	0	0
ENST00000390318	403	257.87	0	0
ENST00000390311	375	230.203	0	0
ENST00000390315	386	241.037	0	0
ENST00000390312	402	256.87	0	0
ENST00000390313	360	215.408	0	0
ENST00000493819	409	263.851	0	0
ENST00000427632	409	263.851	0	0
ENST00000390291	405	259.851	1	0.466937
ENST00000390316	461	315.706	0	0
ENST00000390319	398	252.898	0	0
ENST00000620395	521	375.68	0	0
ENST00000473726	382	237.099	0	0
ENST00000558152	324	180.285	0	0
ENST00000390295	385	240.054	0	0
ENST00000465170	398	252.898	0	0
ENST00000498574	398	252.898	0	0
ENST00000629472	412	266.812	0	0
ENST00000627634	383	238.09	0	0
ENST00000438142	428	282.761	0	0
ENST00000390597	378	233.16	0	0
ENST00000620613	314	170.658	0	0
ENST00000621595	312	168.702	0	0
ENST00000390302	412	266.812	0	0
ENST00000429992	332	188.072	0	0
ENST00000560045	312	168.702	0	0
ENST00000390618	426	280.771	0	0
ENST00000390604	425	279.771	0	0
ENST00000434710	434	288.75	0	0
ENST00000390612	425	279.771	0	0
ENST00000390605	410	264.822	0	0
ENST00000390593	415	269.812	0	0
ENST00000448155	376	231.186	0	0
ENST00000390616	400	254.87	0	0
ENST00000390624	432	286.75	0	0
ENST00000390602	430	284.761	0	0
ENST00000390619	425	279.771	0	0
ENST00000390594	417	271.802	0	0
ENST00000390595	395	249.964	0	0
ENST00000390609	432	286.75	0	0
ENST00000390252	442	296.717	0	0
ENST00000468494	390	245.019	0	0
ENST00000390256	406	260.851	0	0
ENST00000496168	532	386.68	0	0
ENST00000390607	430	284.761	0	0
ENST00000390621	411	265.812	0	0
ENST00000390617	366	221.303	0	0
ENST00000390289	379	234.151	23	11.9183
ENST00000626489	397	251.926	0	0
ENST00000498435	382	237.099	0	0
ENST00000480492	398	252.898	0	0
ENST00000628287	466	320.706	0	0
ENST00000484817	390	245.019	0	0
ENST00000618644	385	240.054	0	0
ENST00000390290	400	254.87	5	2.38031
ENST00000630493	369	224.27	0	0
ENST00000390293	369	224.27	0	0
ENST00000483158	392	246.991	0	0
ENST00000611170	702	556.632	0	0
ENST00000490686	378	233.16	0	0
ENST00000390243	538	392.666	1	0.309001
ENST00000482769	390	245.019	0	0
ENST00000492167	400	254.87	0	0
ENST00000390244	408	262.851	0	0
ENST00000421835	350	205.604	0	0
ENST00000630556	353	208.565	0	0
ENST00000628219	534	388.68	0	0
ENST00000509129	353	208.565	0	0
ENST00000626108	353	208.565	0	0
ENST00000338912	353	208.565	0	0
ENST00000390296	397	251.926	0	0
ENST00000628927	355	210.519	0	0
ENST00000618026	393	247.982	0	0
ENST00000615359	351	206.596	0	0
ENST00000628968	374	229.211	0	0
ENST00000610349	407	261.851	0	0
ENST00000558565	359	214.432	0	0
ENST00000454421	431	285.75	0	0
ENST00000618085	225	89.6321	0	0
ENST00000390632	427	281.761	0	0
ENST00000390627	571	425.65	0	0
ENST00000390625	439	293.728	0	0
ENST00000613477	342	197.829	0	0
ENST00000390629	495	349.694	0	0
ENST00000390630	457	311.706	0	0
ENST00000390628	414	268.812	0	0
ENST00000390626	410	264.822	0	0
ENST00000453673	353	208.565	17	9.88985
ENST00000390303	383	238.09	0	0
ENST00000354689	294	151.538	0	0
ENST00000558425	288	145.884	0	0
ENST00000390297	467	321.706	0	0
ENST00000390298	385	240.054	0	0
ENST00000627132	384	239.081	0	0
ENST00000614332	333	189.009	0	0
ENST00000390299	407	261.851	0	0
ENST00000390300	374	229.211	0	0
ENST00000390301	393	247.982	0	0
ENST00000604066	353	208.565	0	0
ENST00000622410	353	208.565	0	0
ENST00000628076	348	203.68	0	0
ENST00000390265	440	294.728	0	0
ENST00000611734	324	180.285	0	0
ENST00000390294	407	261.851	0	0
ENST00000474213	395	249.964	0	0
ENST00000491977	390	245.019	0	0
ENST00000612356	310	166.771	0	0
ENST00000557788	353	208.565	0	0
ENST00000453166	396	250.954	0	0
ENST00000558026	306	162.956	0	0
ENST00000390268	390	245.019	0	0
ENST00000622028	353	208.565	0	0
ENST00000390611	381	236.116	0	0
ENST00000462693	390	245.019	0	0
ENST00000570121	353	208.565	0	0
ENST00000436451	409	263.851	0	0
ENST00000417279	396	250.954	0	0
ENST00000390270	445	299.717	0	0
ENST00000377032	371	226.237	0	0
ENST00000390271	371	226.237	0	0
ENST00000390277	444	298.717	0	0
ENST00000611740	324	180.285	0	0
ENST00000492446	378	233.16	0	0
ENST00000611391	376	231.186	0	0
ENST00000483379	532	386.68	4	1.25514
ENST00000390603	437	291.75	0	0
ENST00000562905	353	208.565	0	0
ENST00000603660	431	285.75	0	0
ENST00000390601	473	327.706	0	0
ENST00000390622	655	509.632	0	0
ENST00000390598	430	284.761	0	0
ENST00000390606	415	269.812	0	0
ENST00000455737	417	271.802	0	0
ENST00000390615	431	285.75	0	0
ENST00000390278	373	228.22	0	0
ENST00000390610	411	265.812	0	0
ENST00000425181	350	205.604	0	0
ENST00000390247	445	299.717	0	0
ENST00000464162	380	235.151	0	0
ENST00000479981	378	233.16	0	0
ENST00000495489	398	252.898	0	0
ENST00000377423	705	559.632	0	0
ENST00000565407	349	204.649	0	0
ENST00000468879	532	386.68	0	0
ENST00000471857	534	388.68	0	0
ENST00000443397	384	239.081	0	0
ENST00000567458	358	213.44	0	0
ENST00000390286	426	280.771	0	0
ENST00000390285	623	477.65	0	0
ENST00000390283	414	268.812	0	0
ENST00000390304	377	232.186	0	0
ENST00000390305	380	235.151	0	0
ENST00000390306	502	356.694	0	0
ENST00000390307	409	263.851	0	0
ENST00000390308	602	456.65	0	0
ENST00000390309	377	232.186	0	0
ENST00000390633	412	266.812	0	0
ENST00000390634	434	288.75	0	0
ENST00000624687	411	265.812	0	0
ENST00000617374	358	213.44	0	0
ENST00000433072	437	291.75	0	0
ENST00000621503	303	160.089	0	0
ENST00000390636	437	291.75	0	0
ENST00000390639	405	259.851	0	0
ENST00000424969	587	441.65	0	0
ENST00000390412	50	10.3023	0	0
ENST00000390417	48	9.17949	0	0
ENST00000390418	53	9.75806	0	0
ENST00000390414	46	7.80556	0	0
ENST00000390416	50	10.3023	0	0
ENST00000390415	49	9.52381	0	0
ENST00000390413	51	10.4255	0	0
ENST00000390419	47	8.39474	0	0
ENST00000390334	60	10.8435	0	0
ENST00000390339	60	10.8435	0	0
ENST00000390337	50	10.3023	0	0
ENST00000390333	50	10.3023	0	0
ENST00000390338	61	10.1691	0	0
ENST00000390534	62	10.3446	0	0
ENST00000390520	63	10.9416	0	0
ENST00000390480	54	9.64286	0	0
ENST00000390527	64	11.3374	0	0
ENST00000390495	66	10.9803	0	0
ENST00000390521	60	10.8435	0	0
ENST00000390528	61	10.1691	0	0
ENST00000390496	62	10.3446	0	0
ENST00000390499	62	10.3446	0	0
ENST00000614481	58	10.449	0	0
ENST00000390497	61	10.1691	0	0
ENST00000390517	57	10.0652	0	0
ENST00000390503	58	10.449	0	0
ENST00000390486	69	11.1472	0	0
ENST00000390505	66	10.9803	0	0
ENST00000390504	57	10.0652	1	12.0548
ENST00000390516	55	10	0	0
ENST00000390519	66	10.9803	0	0
ENST00000390511	60	10.8435	0	0
ENST00000390491	63	10.9416	0	0
ENST00000390490	57	10.0652	0	0
ENST00000390507	57	10.0652	0	0
ENST00000390514	63	10.9416	0	0
ENST00000390481	63	10.9416	0	0
ENST00000390536	62	10.3446	0	0
ENST00000390510	59	10.4815	0	0
ENST00000390502	59	10.4815	0	0
ENST00000390494	54	9.64286	0	0
ENST00000390512	60	10.8435	0	0
ENST00000390513	63	10.9416	1	11.0893
ENST00000390531	62	10.3446	1	11.7292
ENST00000390475	54	9.64286	0	0
ENST00000390498	63	10.9416	0	0
ENST00000390493	63	10.9416	0	0
ENST00000390506	57	10.0652	0	0
ENST00000390523	52	10.2453	0	0
ENST00000390532	60	10.8435	0	0
ENST00000390479	60	10.8435	0	0
ENST00000612375	65	11.382	0	0
ENST00000390530	59	10.4815	0	0
ENST00000390535	66	10.9803	0	0
ENST00000390484	60	10.8435	0	0
ENST00000390487	60	10.8435	0	0
ENST00000390482	63	10.9416	0	0
ENST00000390533	63	10.9416	2	22.1786
ENST00000390489	63	10.9416	0	0
ENST00000390488	56	9.92857	0	0
ENST00000390509	66	10.9803	0	0
ENST00000390525	60	10.8435	0	0
ENST00000390483	62	10.3446	0	0
ENST00000390518	60	10.8435	1	11.1896
ENST00000390485	66	10.9803	0	0
ENST00000390474	48	9.17949	0	0
ENST00000390524	63	10.9416	0	0
ENST00000390476	59	10.4815	0	0
ENST00000390508	60	10.8435	0	0
ENST00000390492	66	10.9803	0	0
ENST00000390473	51	10.4255	0	0
ENST00000390515	63	10.9416	0	0
ENST00000390526	60	10.8435	0	0
ENST00000361390	956	810.605	1020.06	152.687
ENST00000361453	1042	896.605	1694.42	229.299
ENST00000361624	1542	1396.6	37664	3272.17
ENST00000361739	684	538.632	11545	2600.66
ENST00000361851	207	74.7616	359	582.638
ENST00000361899	681	535.632	3136.13	710.414
ENST00000362079	784	638.632	19026	3614.77
ENST00000361227	346	201.748	2198	1321.91
ENST00000361335	297	154.394	838	658.561
ENST00000361381	1378	1232.6	5298	521.52
ENST00000361567	1812	1666.6	3661.99	266.605
ENST00000361681	525	379.68	541.989	173.203
ENST00000361789	1141	995.605	2779	338.676
ENST00000267889	12614	12468.6	122.768	1.19467
ENST00000559721	335	190.945	0	0
ENST00000558623	519	373.68	0	0
ENST00000561261	401	255.87	0	0
ENST00000619217	864	718.632	0.115222	0.0194542
ENST00000620390	288	145.884	0	0
ENST00000612251	1691	1545.6	0	0
ENST00000282026	3760	3614.6	63.66	2.13692
ENST00000490932	217	82.9618	2	2.92506
ENST00000612978	1220	1074.6	9.15234	1.03339
ENST00000614395	1886	1740.6	15.2503	1.06307
ENST00000620199	463	317.706	3.57848	1.36665
ENST00000613577	354	209.534	1.4679	0.850012
ENST00000621725	473	327.706	0	0
ENST00000618859	788	642.632	38.2001	7.2125
ENST00000613597	366	221.303	1.35087	0.740646
ENST00000383209	1694	1548.6	0	0
ENST00000381812	1550	1404.6	56.1289	4.84859
ENST00000381808	1261	1115.6	40.1076	4.36214
ENST00000339987	1404	1258.6	116.114	11.1938
ENST00000360779	1519	1373.6	1024.01	90.4539
ENST00000467129	480	334.694	22.3963	8.11915
ENST00000615838	1096	950.605	62.8422	8.0211
ENST00000622165	747	601.632	0	0
ENST00000626328	712	566.632	4.05554	0.868423
ENST00000613440	798	652.632	24.3731	4.53132
ENST00000626738	491	345.694	3.56943	1.25282
ENST00000630826	581	435.65	0	0
ENST00000626686	731	585.632	0.0311117	0.00644588
ENST00000628199	2194	2048.6	85.315	5.05301
ENST00000616412	565	419.65	0	0
ENST00000452123	1847	1701.6	0	0
ENST00000215539	2116	1970.6	6.57861	0.405058
ENST00000415638	2136	1990.6	0	0
ENST00000568221	730	584.632	1.42139	0.294994
ENST00000626153	6066	5920.6	8.87269	0.181833
ENST00000617836	2803	2657.6	9.16577	0.418467
ENST00000614271	3174	3028.6	62.4808	2.50315
ENST00000626917	3035	2889.6	17.7708	0.746195
ENST00000628682	697	551.632	0.742142	0.163238
ENST00000628382	564	418.65	1.70908	0.495329
ENST00000630443	667	521.632	0	0
ENST00000631147	691	545.632	6.65739	1.48043
ENST00000630564	727	581.632	7.39875	1.54345
ENST00000629384	609	463.65	1.16079	0.30377
ENST00000625855	770	624.632	0	0
ENST00000629815	390	245.019	0.523866	0.25942
ENST00000465992	3672	3526.6	11.437	0.393494
