id,ensembl_gene,symbol,entrez_id,transcript_type
ENST00000511910,ENSG00000197530,MIB2,142678,retained_intron
ENST00000470373,ENSG00000197530,MIB2,142678,retained_intron
ENST00000356026,ENSG00000189409,MMP23B,8510,protein_coding
ENST00000472264,ENSG00000189409,MMP23B,8510,protein_coding
ENST00000512731,ENSG00000189409,MMP23B,8510,nonsense_mediated_decay
ENST00000378675,ENSG00000189409,MMP23B,8510,protein_coding
ENST00000618459,ENSG00000189409,MMP23B,8510,protein_coding
ENST00000412810,ENSG00000189409,MMP23B,8510,protein_coding
ENST00000479814,ENSG00000189409,MMP23B,8510,protein_coding
ENST00000435358,ENSG00000189409,MMP23B,8510,protein_coding
ENST00000503792,ENSG00000189409,MMP23B,8510,protein_coding
ENST00000489782,ENSG00000189409,MMP23B,8510,retained_intron
ENST00000486400,ENSG00000189409,MMP23B,8510,retained_intron
ENST00000490017,ENSG00000189409,MMP23B,8510,nonsense_mediated_decay
ENST00000471840,ENSG00000142606,MMEL1,79258,protein_coding
ENST00000378412,ENSG00000142606,MMEL1,79258,protein_coding
ENST00000502556,ENSG00000142606,MMEL1,79258,protein_coding
ENST00000504800,ENSG00000142606,MMEL1,79258,nonsense_mediated_decay
ENST00000491941,ENSG00000142606,MMEL1,79258,retained_intron
ENST00000464195,ENSG00000142606,MMEL1,79258,retained_intron
ENST00000469962,ENSG00000142606,MMEL1,79258,retained_intron
ENST00000509374,ENSG00000142606,MMEL1,79258,retained_intron
ENST00000511099,ENSG00000142606,MMEL1,79258,processed_transcript
ENST00000378322,ENSG00000116213,WRAP73,49856,protein_coding
ENST00000270708,ENSG00000116213,WRAP73,49856,protein_coding
ENST00000471223,ENSG00000116213,WRAP73,49856,retained_intron
ENST00000424367,ENSG00000116213,WRAP73,49856,protein_coding
ENST00000497940,ENSG00000116213,WRAP73,49856,retained_intron
ENST00000469643,ENSG00000116213,WRAP73,49856,retained_intron
ENST00000494884,ENSG00000116213,WRAP73,49856,retained_intron
ENST00000465916,ENSG00000116213,WRAP73,49856,protein_coding
ENST00000419924,ENSG00000116213,WRAP73,49856,protein_coding
ENST00000479331,ENSG00000116213,WRAP73,49856,retained_intron
ENST00000473343,ENSG00000215788,TNFRSF25,8718,retained_intron
ENST00000513135,ENSG00000215788,TNFRSF25,8718,retained_intron
ENST00000485036,ENSG00000215788,TNFRSF25,8718,nonsense_mediated_decay
ENST00000480393,ENSG00000215788,TNFRSF25,8718,nonsense_mediated_decay
ENST00000377782,ENSG00000215788,TNFRSF25,8718,protein_coding
ENST00000356876,ENSG00000215788,TNFRSF25,8718,protein_coding
ENST00000351959,ENSG00000215788,TNFRSF25,8718,protein_coding
ENST00000414040,ENSG00000215788,TNFRSF25,8718,nonsense_mediated_decay
ENST00000351748,ENSG00000215788,TNFRSF25,8718,protein_coding
ENST00000348333,ENSG00000215788,TNFRSF25,8718,protein_coding
ENST00000502588,ENSG00000215788,TNFRSF25,8718,nonsense_mediated_decay
ENST00000502730,ENSG00000215788,TNFRSF25,8718,nonsense_mediated_decay
ENST00000510563,ENSG00000215788,TNFRSF25,8718,nonsense_mediated_decay
ENST00000453260,ENSG00000215788,TNFRSF25,8718,retained_intron
ENST00000475730,ENSG00000215788,TNFRSF25,8718,processed_transcript
ENST00000469691,ENSG00000215788,TNFRSF25,8718,retained_intron
ENST00000481401,ENSG00000215788,TNFRSF25,8718,protein_coding
ENST00000461703,ENSG00000215788,TNFRSF25,8718,processed_transcript
ENST00000453341,ENSG00000215788,TNFRSF25,8718,retained_intron
ENST00000515145,ENSG00000215788,TNFRSF25,8718,retained_intron
ENST00000234590,ENSG00000074800,ENO1,2023,protein_coding
ENST00000464920,ENSG00000074800,ENO1,2023,retained_intron
ENST00000497492,ENSG00000074800,ENO1,2023,protein_coding
ENST00000486051,ENSG00000074800,ENO1,2023,retained_intron
ENST00000492343,ENSG00000074800,ENO1,2023,retained_intron
ENST00000489867,ENSG00000074800,ENO1,2023,protein_coding
ENST00000623863,ENSG00000280113,AL357140.1,NA,protein_coding
ENST00000376810,ENSG00000120942,UBIAD1,29914,protein_coding
ENST00000376804,ENSG00000120942,UBIAD1,29914,protein_coding
ENST00000486588,ENSG00000120942,UBIAD1,29914,nonsense_mediated_decay
ENST00000483738,ENSG00000120942,UBIAD1,29914,protein_coding
ENST00000433342,ENSG00000215910,C1orf167,NA,protein_coding
ENST00000484153,ENSG00000215910,C1orf167,NA,processed_transcript
ENST00000312793,ENSG00000215910,C1orf167,NA,protein_coding
ENST00000444493,ENSG00000215910,C1orf167,NA,protein_coding
ENST00000449278,ENSG00000215910,C1orf167,NA,protein_coding
ENST00000475041,ENSG00000215910,C1orf167,NA,retained_intron
ENST00000482358,ENSG00000215910,C1orf167,NA,processed_transcript
ENST00000240189,ENSG00000120952,PRAMEF2,65122,protein_coding
ENST00000235349,ENSG00000243073,PRAMEF4,400735,protein_coding
ENST00000616979,ENSG00000204510,PRAMEF7,441871,protein_coding
ENST00000330881,ENSG00000204510,PRAMEF7,441871,protein_coding
ENST00000436041,ENSG00000274764,WI2-3308P17.2,101929983,protein_coding
ENST00000622351,ENSG00000274764,WI2-3308P17.2,101929983,protein_coding
ENST00000618988,ENSG00000229571,PRAMEF26,441873,protein_coding
ENST00000614839,ENSG00000229571,PRAMEF26,441873,protein_coding
ENST00000619661,ENSG00000229571,PRAMEF26,441873,protein_coding
ENST00000621994,ENSG00000275774,HNRNPCL2,440563,protein_coding
ENST00000624297,ENSG00000279804,PRAMEF18,391003,protein_coding
ENST00000622421,ENSG00000270601,PRAMEF5,343068,protein_coding
ENST00000605221,ENSG00000270601,PRAMEF5,343068,unprocessed_pseudogene
ENST00000357367,ENSG00000182330,PRAMEF8,391002,protein_coding
ENST00000621519,ENSG00000182330,PRAMEF8,391002,protein_coding
ENST00000614831,ENSG00000182330,PRAMEF8,391002,protein_coding
ENST00000613530,ENSG00000204501,PRAMEF9,653619,protein_coding
ENST00000376152,ENSG00000204501,PRAMEF9,653619,protein_coding
ENST00000602491,ENSG00000204481,PRAMEF14,729528,processed_transcript
ENST00000334600,ENSG00000204481,PRAMEF14,729528,protein_coding
ENST00000375826,ENSG00000116771,AGMAT,79814,protein_coding
ENST00000361221,ENSG00000074964,ARHGEF10L,55160,protein_coding
ENST00000375415,ENSG00000074964,ARHGEF10L,55160,protein_coding
ENST00000482892,ENSG00000074964,ARHGEF10L,55160,processed_transcript
ENST00000469726,ENSG00000074964,ARHGEF10L,55160,processed_transcript
ENST00000375408,ENSG00000074964,ARHGEF10L,55160,protein_coding
ENST00000167825,ENSG00000074964,ARHGEF10L,55160,nonsense_mediated_decay
ENST00000482359,ENSG00000074964,ARHGEF10L,55160,processed_transcript
ENST00000466782,ENSG00000074964,ARHGEF10L,55160,processed_transcript
ENST00000495593,ENSG00000074964,ARHGEF10L,55160,retained_intron
ENST00000330263,ENSG00000053372,MRTO4,51154,protein_coding
ENST00000493700,ENSG00000053372,MRTO4,51154,processed_transcript
ENST00000479559,ENSG00000053372,MRTO4,51154,processed_transcript
ENST00000457194,ENSG00000211454,AKR7L,246181,polymorphic_pseudogene
ENST00000429712,ENSG00000211454,AKR7L,246181,polymorphic_pseudogene
ENST00000420396,ENSG00000211454,AKR7L,246181,protein_coding
ENST00000493176,ENSG00000211454,AKR7L,246181,retained_intron
ENST00000294543,ENSG00000162542,TMCO4,255104,protein_coding
ENST00000375127,ENSG00000162542,TMCO4,255104,protein_coding
ENST00000489814,ENSG00000162542,TMCO4,255104,processed_transcript
ENST00000494342,ENSG00000162542,TMCO4,255104,processed_transcript
ENST00000489135,ENSG00000162542,TMCO4,255104,processed_transcript
ENST00000496528,ENSG00000162542,TMCO4,255104,processed_transcript
ENST00000462171,ENSG00000162542,TMCO4,255104,processed_transcript
ENST00000488449,ENSG00000162542,TMCO4,255104,processed_transcript
ENST00000429261,ENSG00000187980,PLA2G2C,391013,protein_coding
ENST00000495760,ENSG00000187980,PLA2G2C,391013,processed_transcript
ENST00000247992,ENSG00000187980,PLA2G2C,391013,protein_coding
ENST00000375078,ENSG00000162545,CAMK2N1,55450,protein_coding
ENST00000489020,ENSG00000162545,CAMK2N1,55450,processed_transcript
ENST00000375031,ENSG00000189410,SH2D5,400745,protein_coding
ENST00000460804,ENSG00000189410,SH2D5,400745,processed_transcript
ENST00000444387,ENSG00000189410,SH2D5,400745,protein_coding
ENST00000447746,ENSG00000189410,SH2D5,400745,protein_coding
ENST00000518294,ENSG00000189410,SH2D5,400745,protein_coding
ENST00000517430,ENSG00000189410,SH2D5,400745,protein_coding
ENST00000519434,ENSG00000189410,SH2D5,400745,protein_coding
ENST00000400422,ENSG00000075151,EIF4G3,8672,protein_coding
ENST00000374935,ENSG00000075151,EIF4G3,8672,protein_coding
ENST00000264211,ENSG00000075151,EIF4G3,8672,protein_coding
ENST00000602326,ENSG00000075151,EIF4G3,8672,protein_coding
ENST00000435383,ENSG00000075151,EIF4G3,8672,processed_transcript
ENST00000496705,ENSG00000075151,EIF4G3,8672,processed_transcript
ENST00000374933,ENSG00000075151,EIF4G3,8672,processed_transcript
ENST00000485722,ENSG00000075151,EIF4G3,8672,processed_transcript
ENST00000356916,ENSG00000075151,EIF4G3,8672,protein_coding
ENST00000438975,ENSG00000075151,EIF4G3,8672,protein_coding
ENST00000411888,ENSG00000075151,EIF4G3,8672,protein_coding
ENST00000476088,ENSG00000075151,EIF4G3,8672,processed_transcript
ENST00000463775,ENSG00000075151,EIF4G3,8672,processed_transcript
ENST00000314011,ENSG00000125945,ZNF436,80818,protein_coding
ENST00000374608,ENSG00000125945,ZNF436,80818,protein_coding
ENST00000374472,ENSG00000188822,CNR2,1269,protein_coding
ENST00000374213,ENSG00000169442,CD52,1043,protein_coding
ENST00000492808,ENSG00000169442,CD52,1043,processed_transcript
ENST00000470468,ENSG00000169442,CD52,1043,processed_transcript
ENST00000374142,ENSG00000204160,ZDHHC18,84243,protein_coding
ENST00000374141,ENSG00000204160,ZDHHC18,84243,protein_coding
ENST00000534643,ENSG00000204160,ZDHHC18,84243,protein_coding
ENST00000488397,ENSG00000204160,ZDHHC18,84243,protein_coding
ENST00000478902,ENSG00000204160,ZDHHC18,84243,processed_transcript
ENST00000445019,ENSG00000198746,GPATCH3,63906,protein_coding
ENST00000361720,ENSG00000198746,GPATCH3,63906,protein_coding
ENST00000450844,ENSG00000198746,GPATCH3,63906,protein_coding
ENST00000435827,ENSG00000090273,NUDC,10726,protein_coding
ENST00000321265,ENSG00000090273,NUDC,10726,protein_coding
ENST00000452707,ENSG00000090273,NUDC,10726,protein_coding
ENST00000484772,ENSG00000090273,NUDC,10726,processed_transcript
ENST00000254227,ENSG00000131910,NR0B2,8431,protein_coding
ENST00000624078,ENSG00000280403,FKSG62,NA,protein_coding
ENST00000270879,ENSG00000142748,FCN3,8547,protein_coding
ENST00000354982,ENSG00000142748,FCN3,8547,protein_coding
ENST00000498393,ENSG00000142748,FCN3,8547,retained_intron
ENST00000481748,ENSG00000142748,FCN3,8547,retained_intron
ENST00000624809,ENSG00000278868,AL109927.1,NA,protein_coding
ENST00000253063,ENSG00000130766,SESN2,83667,protein_coding
ENST00000373830,ENSG00000180098,TRNAU1AP,54952,protein_coding
ENST00000495995,ENSG00000180098,TRNAU1AP,54952,processed_transcript
ENST00000411406,ENSG00000180098,TRNAU1AP,54952,processed_transcript
ENST00000480930,ENSG00000180098,TRNAU1AP,54952,processed_transcript
ENST00000491577,ENSG00000180098,TRNAU1AP,54952,processed_transcript
ENST00000464880,ENSG00000180098,TRNAU1AP,54952,processed_transcript
ENST00000497790,ENSG00000180098,TRNAU1AP,54952,processed_transcript
ENST00000495215,ENSG00000180098,TRNAU1AP,54952,processed_transcript
ENST00000464093,ENSG00000180098,TRNAU1AP,54952,processed_transcript
ENST00000484775,ENSG00000180098,TRNAU1AP,54952,processed_transcript
ENST00000471683,ENSG00000120656,TAF12,6883,processed_transcript
ENST00000373824,ENSG00000120656,TAF12,6883,protein_coding
ENST00000263974,ENSG00000120656,TAF12,6883,protein_coding
ENST00000495422,ENSG00000120656,TAF12,6883,processed_transcript
ENST00000624551,ENSG00000279468,AC114494.1,NA,protein_coding
ENST00000487305,ENSG00000121775,TMEM39B,55116,processed_transcript
ENST00000336294,ENSG00000121775,TMEM39B,55116,protein_coding
ENST00000438825,ENSG00000121775,TMEM39B,55116,protein_coding
ENST00000441402,ENSG00000121775,TMEM39B,55116,nonsense_mediated_decay
ENST00000472503,ENSG00000121775,TMEM39B,55116,processed_transcript
ENST00000468135,ENSG00000121775,TMEM39B,55116,processed_transcript
ENST00000466321,ENSG00000121775,TMEM39B,55116,processed_transcript
ENST00000476968,ENSG00000121775,TMEM39B,55116,processed_transcript
ENST00000498613,ENSG00000121775,TMEM39B,55116,processed_transcript
ENST00000466796,ENSG00000160055,TMEM234,56063,retained_intron
ENST00000495091,ENSG00000160055,TMEM234,56063,processed_transcript
ENST00000491434,ENSG00000160055,TMEM234,56063,nonsense_mediated_decay
ENST00000489170,ENSG00000160055,TMEM234,56063,nonsense_mediated_decay
ENST00000461402,ENSG00000160055,TMEM234,56063,nonsense_mediated_decay
ENST00000483001,ENSG00000160055,TMEM234,56063,nonsense_mediated_decay
ENST00000309777,ENSG00000160055,TMEM234,56063,protein_coding
ENST00000373593,ENSG00000160055,TMEM234,56063,protein_coding
ENST00000344461,ENSG00000160055,TMEM234,56063,protein_coding
ENST00000484490,ENSG00000160055,TMEM234,56063,nonsense_mediated_decay
ENST00000485689,ENSG00000160055,TMEM234,56063,processed_transcript
ENST00000487174,ENSG00000160055,TMEM234,56063,retained_intron
ENST00000623226,ENSG00000278966,FKSG48,NA,protein_coding
ENST00000478635,ENSG00000142920,AZIN2,113451,processed_transcript
ENST00000294517,ENSG00000142920,AZIN2,113451,protein_coding
ENST00000481886,ENSG00000142920,AZIN2,113451,processed_transcript
ENST00000475935,ENSG00000142920,AZIN2,113451,processed_transcript
ENST00000462920,ENSG00000142920,AZIN2,113451,processed_transcript
ENST00000471119,ENSG00000142920,AZIN2,113451,processed_transcript
ENST00000495135,ENSG00000142920,AZIN2,113451,processed_transcript
ENST00000477570,ENSG00000142920,AZIN2,113451,processed_transcript
ENST00000483027,ENSG00000142920,AZIN2,113451,processed_transcript
ENST00000492420,ENSG00000142920,AZIN2,113451,processed_transcript
ENST00000373443,ENSG00000142920,AZIN2,113451,protein_coding
ENST00000497710,ENSG00000142920,AZIN2,113451,processed_transcript
ENST00000473089,ENSG00000142920,AZIN2,113451,processed_transcript
ENST00000484656,ENSG00000142920,AZIN2,113451,processed_transcript
ENST00000373440,ENSG00000142920,AZIN2,113451,protein_coding
ENST00000373441,ENSG00000142920,AZIN2,113451,protein_coding
ENST00000478204,ENSG00000142920,AZIN2,113451,processed_transcript
ENST00000497280,ENSG00000142920,AZIN2,113451,processed_transcript
ENST00000492521,ENSG00000142920,AZIN2,113451,processed_transcript
ENST00000431992,ENSG00000134686,PHC2,1912,protein_coding
ENST00000485928,ENSG00000134686,PHC2,1912,processed_transcript
ENST00000373418,ENSG00000134686,PHC2,1912,protein_coding
ENST00000373422,ENSG00000134686,PHC2,1912,protein_coding
ENST00000257118,ENSG00000134686,PHC2,1912,protein_coding
ENST00000467894,ENSG00000134686,PHC2,1912,processed_transcript
ENST00000486897,ENSG00000134686,PHC2,1912,processed_transcript
ENST00000493483,ENSG00000134686,PHC2,1912,processed_transcript
ENST00000473158,ENSG00000134686,PHC2,1912,processed_transcript
ENST00000459964,ENSG00000134686,PHC2,1912,processed_transcript
ENST00000468406,ENSG00000134686,PHC2,1912,processed_transcript
ENST00000484692,ENSG00000134686,PHC2,1912,processed_transcript
ENST00000373036,ENSG00000188786,MTF1,4520,protein_coding
ENST00000468190,ENSG00000188786,MTF1,4520,processed_transcript
ENST00000372492,ENSG00000243710,CFAP57,149465,protein_coding
ENST00000528956,ENSG00000243710,CFAP57,149465,protein_coding
ENST00000610710,ENSG00000243710,CFAP57,149465,protein_coding
ENST00000529956,ENSG00000243710,CFAP57,149465,protein_coding
ENST00000525227,ENSG00000243710,CFAP57,149465,nonsense_mediated_decay
ENST00000533339,ENSG00000243710,CFAP57,149465,nonsense_mediated_decay
ENST00000534615,ENSG00000243710,CFAP57,149465,retained_intron
ENST00000428122,ENSG00000243710,CFAP57,149465,nonsense_mediated_decay
ENST00000471934,ENSG00000132768,DPH2,1802,processed_transcript
ENST00000476260,ENSG00000132768,DPH2,1802,nonsense_mediated_decay
ENST00000255108,ENSG00000132768,DPH2,1802,protein_coding
ENST00000524776,ENSG00000132768,DPH2,1802,nonsense_mediated_decay
ENST00000530988,ENSG00000132768,DPH2,1802,retained_intron
ENST00000495421,ENSG00000132768,DPH2,1802,nonsense_mediated_decay
ENST00000527567,ENSG00000132768,DPH2,1802,retained_intron
ENST00000492306,ENSG00000132768,DPH2,1802,nonsense_mediated_decay
ENST00000490861,ENSG00000132768,DPH2,1802,retained_intron
ENST00000396758,ENSG00000132768,DPH2,1802,protein_coding
ENST00000477294,ENSG00000132768,DPH2,1802,processed_transcript
ENST00000529729,ENSG00000132768,DPH2,1802,processed_transcript
ENST00000532140,ENSG00000132768,DPH2,1802,nonsense_mediated_decay
ENST00000534786,ENSG00000132768,DPH2,1802,retained_intron
ENST00000534655,ENSG00000132768,DPH2,1802,retained_intron
ENST00000459879,ENSG00000132768,DPH2,1802,protein_coding
ENST00000527319,ENSG00000132768,DPH2,1802,nonsense_mediated_decay
ENST00000401061,ENSG00000132763,MMACHC,25974,protein_coding
ENST00000616135,ENSG00000132763,MMACHC,25974,protein_coding
ENST00000477188,ENSG00000132763,MMACHC,25974,processed_transcript
ENST00000498443,ENSG00000117472,TSPAN1,10103,processed_transcript
ENST00000372003,ENSG00000117472,TSPAN1,10103,protein_coding
ENST00000482928,ENSG00000117472,TSPAN1,10103,processed_transcript
ENST00000469330,ENSG00000117472,TSPAN1,10103,processed_transcript
ENST00000475163,ENSG00000117472,TSPAN1,10103,processed_transcript
ENST00000482143,ENSG00000117472,TSPAN1,10103,processed_transcript
ENST00000464786,ENSG00000117472,TSPAN1,10103,processed_transcript
ENST00000472170,ENSG00000117472,TSPAN1,10103,processed_transcript
ENST00000470318,ENSG00000117472,TSPAN1,10103,processed_transcript
ENST00000622918,ENSG00000279096,AL356289.1,NA,protein_coding
ENST00000624985,ENSG00000279214,AL109659.1,NA,protein_coding
ENST00000262662,ENSG00000123080,CDKN2C,1031,protein_coding
ENST00000396148,ENSG00000123080,CDKN2C,1031,protein_coding
ENST00000371761,ENSG00000123080,CDKN2C,1031,protein_coding
ENST00000623045,ENSG00000279054,AL445183.1,NA,protein_coding
ENST00000371486,ENSG00000157184,CPT2,1376,protein_coding
ENST00000468572,ENSG00000157184,CPT2,1376,processed_transcript
ENST00000294360,ENSG00000162384,C1orf123,54987,protein_coding
ENST00000483739,ENSG00000162384,C1orf123,54987,retained_intron
ENST00000470385,ENSG00000162384,C1orf123,54987,processed_transcript
ENST00000478839,ENSG00000162384,C1orf123,54987,retained_intron
ENST00000489755,ENSG00000162384,C1orf123,54987,retained_intron
ENST00000474227,ENSG00000162384,C1orf123,54987,retained_intron
ENST00000602807,ENSG00000162384,C1orf123,54987,retained_intron
ENST00000545928,ENSG00000203985,LDLRAD1,388633,protein_coding
ENST00000420619,ENSG00000203985,LDLRAD1,388633,protein_coding
ENST00000371362,ENSG00000203985,LDLRAD1,388633,protein_coding
ENST00000371360,ENSG00000203985,LDLRAD1,388633,protein_coding
ENST00000498272,ENSG00000116205,TCEANC2,127428,processed_transcript
ENST00000234827,ENSG00000116205,TCEANC2,127428,protein_coding
ENST00000371331,ENSG00000116205,TCEANC2,127428,protein_coding
ENST00000391366,ENSG00000116205,TCEANC2,127428,protein_coding
ENST00000371222,ENSG00000177606,JUN,3725,protein_coding
ENST00000370944,ENSG00000118454,ANKRD13C,81573,protein_coding
ENST00000262346,ENSG00000118454,ANKRD13C,81573,protein_coding
ENST00000464236,ENSG00000118454,ANKRD13C,81573,processed_transcript
ENST00000490846,ENSG00000118454,ANKRD13C,81573,processed_transcript
ENST00000498735,ENSG00000118454,ANKRD13C,81573,processed_transcript
ENST00000370608,ENSG00000153898,MCOLN2,255231,protein_coding
ENST00000463065,ENSG00000153898,MCOLN2,255231,nonsense_mediated_decay
ENST00000530971,ENSG00000153898,MCOLN2,255231,retained_intron
ENST00000284027,ENSG00000153898,MCOLN2,255231,protein_coding
ENST00000531325,ENSG00000153898,MCOLN2,255231,processed_transcript
ENST00000531874,ENSG00000153898,MCOLN2,255231,processed_transcript
ENST00000341460,ENSG00000097096,SYDE2,84144,protein_coding
ENST00000234668,ENSG00000097096,SYDE2,84144,retained_intron
ENST00000370375,ENSG00000203910,C1orf146,388649,protein_coding
ENST00000370373,ENSG00000203910,C1orf146,388649,protein_coding
ENST00000370238,ENSG00000023909,GCLM,2730,protein_coding
ENST00000615724,ENSG00000023909,GCLM,2730,protein_coding
ENST00000467772,ENSG00000023909,GCLM,2730,processed_transcript
ENST00000462183,ENSG00000023909,GCLM,2730,processed_transcript
ENST00000406462,ENSG00000121957,GPSM2,29899,protein_coding
ENST00000435987,ENSG00000121957,GPSM2,29899,protein_coding
ENST00000264126,ENSG00000121957,GPSM2,29899,protein_coding
ENST00000435475,ENSG00000121957,GPSM2,29899,protein_coding
ENST00000446797,ENSG00000121957,GPSM2,29899,protein_coding
ENST00000441735,ENSG00000121957,GPSM2,29899,protein_coding
ENST00000538502,ENSG00000134243,SORT1,6272,protein_coding
ENST00000256637,ENSG00000134243,SORT1,6272,protein_coding
ENST00000485149,ENSG00000134243,SORT1,6272,processed_transcript
ENST00000466471,ENSG00000134243,SORT1,6272,retained_intron
ENST00000493736,ENSG00000134243,SORT1,6272,processed_transcript
ENST00000482236,ENSG00000134243,SORT1,6272,processed_transcript
ENST00000483508,ENSG00000134243,SORT1,6272,retained_intron
ENST00000495777,ENSG00000134243,SORT1,6272,processed_transcript
ENST00000471996,ENSG00000134243,SORT1,6272,processed_transcript
ENST00000331565,ENSG00000197106,SLC6A17,388662,protein_coding
ENST00000465159,ENSG00000197106,SLC6A17,388662,processed_transcript
ENST00000483260,ENSG00000134248,LAMTOR5,10542,protein_coding
ENST00000474861,ENSG00000134248,LAMTOR5,10542,protein_coding
ENST00000464240,ENSG00000134248,LAMTOR5,10542,retained_intron
ENST00000602318,ENSG00000134248,LAMTOR5,10542,protein_coding
ENST00000256644,ENSG00000134248,LAMTOR5,10542,protein_coding
ENST00000602858,ENSG00000134248,LAMTOR5,10542,protein_coding
ENST00000614544,ENSG00000134248,LAMTOR5,10542,protein_coding
ENST00000531779,ENSG00000134248,LAMTOR5,10542,retained_intron
ENST00000256640,ENSG00000134245,WNT2B,7482,protein_coding
ENST00000369686,ENSG00000134245,WNT2B,7482,protein_coding
ENST00000369684,ENSG00000134245,WNT2B,7482,protein_coding
ENST00000478360,ENSG00000134245,WNT2B,7482,processed_transcript
ENST00000471106,ENSG00000155367,PPM1J,333926,nonsense_mediated_decay
ENST00000309276,ENSG00000155367,PPM1J,333926,protein_coding
ENST00000464951,ENSG00000155367,PPM1J,333926,protein_coding
ENST00000482367,ENSG00000155367,PPM1J,333926,nonsense_mediated_decay
ENST00000486709,ENSG00000155367,PPM1J,333926,retained_intron
ENST00000369443,ENSG00000196505,GDAP2,54834,protein_coding
ENST00000491626,ENSG00000196505,GDAP2,54834,processed_transcript
ENST00000369442,ENSG00000196505,GDAP2,54834,protein_coding
ENST00000464026,ENSG00000196505,GDAP2,54834,processed_transcript
ENST00000493555,ENSG00000196505,GDAP2,54834,processed_transcript
ENST00000494224,ENSG00000196505,GDAP2,54834,processed_transcript
ENST00000624419,ENSG00000278882,AC253572.1,NA,protein_coding
ENST00000626088,ENSG00000281741,AC241377.2,NA,protein_coding
ENST00000628937,ENSG00000281571,AC241585.2,NA,protein_coding
ENST00000355594,ENSG00000198483,ANKRD35,148741,protein_coding
ENST00000544626,ENSG00000198483,ANKRD35,148741,protein_coding
ENST00000582401,ENSG00000265972,TXNIP,10628,protein_coding
ENST00000488537,ENSG00000265972,TXNIP,10628,retained_intron
ENST00000486597,ENSG00000265972,TXNIP,10628,retained_intron
ENST00000425134,ENSG00000265972,TXNIP,10628,protein_coding
ENST00000584068,ENSG00000270339,PPIAL4C,105371242,protein_coding
ENST00000254101,ENSG00000131791,PRKAB2,5565,protein_coding
ENST00000496858,ENSG00000131791,PRKAB2,5565,processed_transcript
ENST00000474939,ENSG00000131791,PRKAB2,5565,processed_transcript
ENST00000629247,ENSG00000280649,AC245100.1,NA,protein_coding
ENST00000624245,ENSG00000278939,AC242988.1,NA,protein_coding
ENST00000271732,ENSG00000143457,GOLPH3L,55204,protein_coding
ENST00000427665,ENSG00000143457,GOLPH3L,55204,protein_coding
ENST00000479757,ENSG00000143457,GOLPH3L,55204,processed_transcript
ENST00000467771,ENSG00000143363,PRUNE,58497,processed_transcript
ENST00000462440,ENSG00000143363,PRUNE,58497,processed_transcript
ENST00000475722,ENSG00000143363,PRUNE,58497,processed_transcript
ENST00000450884,ENSG00000143363,PRUNE,58497,protein_coding
