target_id	length	eff_length	est_counts	tpm
ENST00000391729	677	520.822	0	0
ENST00000553483	990	833.796	0	0
ENST00000615996	1563	1406.8	0	0
ENST00000623167	981	824.796	0	0
ENST00000625122	981	824.796	0	0
ENST00000402588	735	578.796	1.94501	0.172987
ENST00000621118	1112	955.796	0	0
ENST00000624865	765	608.796	0	0
ENST00000377712	679	522.822	0	0
ENST00000541415	944	787.796	0	0
ENST00000622436	921	764.796	0	0
ENST00000623973	1047	890.796	0	0
ENST00000341959	1047	890.796	0	0
ENST00000394191	931	774.796	0	0
ENST00000623332	978	821.796	0	0
ENST00000623942	978	821.796	0	0
ENST00000616914	1295	1138.8	0	0
ENST00000510471	897	740.796	0	0
ENST00000457194	1984	1827.8	20.646	0.581466
ENST00000429712	1313	1156.8	0	0
ENST00000493176	545	388.89	6.08282	0.80518
ENST00000420396	1240	1083.8	1.12965	0.0536553
ENST00000523857	3818	3661.8	0	0
ENST00000521053	3830	3673.8	0	0
ENST00000430863	4164	4007.8	0	0
ENST00000521161	613	456.87	0	0
ENST00000621837	4164	4007.8	0	0
ENST00000631283	936	779.796	0	0
ENST00000553765	940	783.796	1	0.0656769
ENST00000533152	948	791.796	0	0
ENST00000626647	2737	2580.8	0	0
ENST00000564451	2115	1958.8	4.53402	0.119154
ENST00000567207	1302	1145.8	0	0
ENST00000563927	1523	1366.8	0	0
ENST00000567960	1333	1176.8	0	0
ENST00000623845	939	782.796	0	0
ENST00000623750	939	782.796	0	0
ENST00000613512	1451	1294.8	0	0
ENST00000458137	1166	1009.8	0	0
ENST00000375726	1306	1149.8	0	0
ENST00000447913	819	662.796	0	0
ENST00000446862	1196	1039.8	0	0
ENST00000441710	1168	1011.8	0	0
ENST00000433738	709	552.796	0	0
ENST00000448103	1071	914.796	0	0
ENST00000417998	1401	1244.8	0	0
ENST00000494737	961	804.796	0	0
ENST00000508062	774	617.796	0	0
ENST00000422698	1685	1528.8	0	0
ENST00000619141	900	743.796	0	0
ENST00000621830	677	520.822	0	0
ENST00000606380	541	384.89	0	0
ENST00000616270	1132	975.796	1	0.0527542
ENST00000610963	1636	1479.8	0	0
ENST00000624504	1089	932.796	0	0
ENST00000392899	1084	927.796	0	0
ENST00000502411	566	409.87	0	0
ENST00000496692	554	397.89	0	0
ENST00000466542	1070	913.796	0	0
ENST00000465075	769	612.796	0	0
ENST00000473530	1632	1475.8	0	0
ENST00000473712	567	410.87	0	0
ENST00000482226	527	370.89	0	0
ENST00000467903	1101	944.796	0	0
ENST00000507374	553	396.89	0	0
ENST00000508651	542	385.89	0	0
ENST00000611236	958	801.796	0	0
ENST00000543859	1507	1350.8	0	0
ENST00000624978	948	791.796	0	0
ENST00000624198	948	791.796	0	0
ENST00000435756	929	772.796	0	0
ENST00000495672	589	432.87	0	0
ENST00000475169	611	454.87	0	0
ENST00000472159	768	611.796	0	0
ENST00000467490	1742	1585.8	0	0
ENST00000297158	1305	1148.8	0	0
ENST00000478939	1479	1322.8	0	0
ENST00000498734	724	567.796	0	0
ENST00000620812	1791	1634.8	0	0
ENST00000623907	933	776.796	0	0
ENST00000624571	933	776.796	0	0
ENST00000624618	1051	894.796	0	0
ENST00000624877	936	779.796	0	0
ENST00000624596	1026	869.796	0	0
ENST00000302969	1026	869.796	0	0
ENST00000579578	1482	1325.8	0	0
ENST00000586762	590	433.87	0	0
ENST00000588823	622	465.87	0	0
ENST00000611850	1407	1250.8	1	0.0411556
ENST00000591655	1456	1299.8	0	0
ENST00000574062	1655	1498.8	0	0
ENST00000575319	1738	1581.8	0	0
ENST00000576465	573	416.87	0	0
ENST00000573762	564	407.87	0	0
ENST00000614621	1504	1347.8	0	0
ENST00000612408	1657	1500.8	0	0
ENST00000619036	1734	1577.8	0	0
ENST00000625231	1030	873.796	0	0
ENST00000629539	945	788.796	0	0
ENST00000466254	758	601.796	0	0
ENST00000613761	936	779.796	0	0
ENST00000610566	948	791.796	0	0
ENST00000610847	945	788.796	0	0
ENST00000616837	942	785.796	0	0
ENST00000610547	1060	903.796	0	0
ENST00000610516	1579	1422.8	0	0
ENST00000436911	1013	856.796	0	0
ENST00000619762	1530	1373.8	0	0
ENST00000613738	1465	1308.8	0	0
ENST00000610889	936	779.796	0	0
ENST00000443402	2730	2573.8	0	0
ENST00000611116	976	819.796	4	0.251171
ENST00000616778	1147	990.796	0	0
ENST00000611204	1226	1069.8	0	0
ENST00000613353	822	665.796	0	0
ENST00000618259	1415	1258.8	0	0
ENST00000390477	720	563.796	0	0
ENST00000617343	885	728.796	0	0
ENST00000390328	70	11.4286	0	0
ENST00000390320	127	20.8346	0	0
ENST00000390330	46	8.29412	0	0
ENST00000390240	38	8	0	0
ENST00000390564	52	9.73333	0	0
ENST00000461719	46	8.29412	0	0
ENST00000390238	38	8	0	0
ENST00000390241	39	9	0	0
ENST00000390242	38	8	0	0
ENST00000390322	175	46.1685	0	0
ENST00000390324	176	46.8071	0	0
ENST00000390326	33	9.66667	0	0
ENST00000390327	72	11.4843	0	0
ENST00000463911	49	8.70833	0	0
ENST00000390565	52	9.73333	0	0
ENST00000488476	49	8.70833	0	0
ENST00000390560	61	12.1754	0	0
ENST00000390239	37	10.5	0	0
ENST00000390321	460	304.13	0	0
ENST00000390331	441	285.277	0	0
ENST00000390559	1485	1328.8	0	0
ENST00000610838	1883	1726.8	0	0
ENST00000613516	1880	1723.8	0	0
ENST00000390547	1112	955.796	0	0
ENST00000390237	523	366.89	0	0
ENST00000614656	824	667.796	0	0
ENST00000430694	908	751.796	0	0
ENST00000610638	940	783.796	0	0
ENST00000614252	923	766.796	0	0
ENST00000390323	462	306.115	0	0
ENST00000390541	1412	1255.8	0	0
ENST00000390543	1119	962.796	0	0
ENST00000390545	1132	975.796	0	0
ENST00000390325	462	306.115	0	0
ENST00000390556	1678	1521.8	0	0
ENST00000613640	1155	998.796	0	0
ENST00000390551	1268	1111.8	0	0
ENST00000616127	1566	1409.8	0	0
ENST00000621473	1732	1575.8	0	0
ENST00000390548	2619	2462.8	0	0
ENST00000390549	1128	971.796	0	0
ENST00000390542	1022	865.796	0	0
ENST00000612473	1428	1271.8	0	0
ENST00000613152	1595	1438.8	0	0
ENST00000619212	1628	1471.8	0	0
ENST00000618756	1639	1482.8	0	0
ENST00000618145	1543	1386.8	0	0
ENST00000615822	1597	1440.8	0	0
ENST00000390539	1071	914.796	0	0
ENST00000390282	419	263.454	0	0
ENST00000390314	400	244.757	0	0
ENST00000390287	365	210.499	0	0
ENST00000390284	362	207.614	0	0
ENST00000390310	374	219.251	0	0
ENST00000390318	403	247.696	0	0
ENST00000390311	375	220.24	0	0
ENST00000390315	386	231.017	0	0
ENST00000390312	402	246.709	0	0
ENST00000390313	360	205.645	0	0
ENST00000493819	409	253.609	0	0
ENST00000427632	409	253.609	0	0
ENST00000390291	405	249.659	0	0
ENST00000390316	461	305.115	0	0
ENST00000390319	398	242.782	0	0
ENST00000620395	521	364.89	0	0
ENST00000473726	382	227.051	0	0
ENST00000558152	324	170.974	0	0
ENST00000390295	385	230.017	0	0
ENST00000465170	398	242.782	0	0
ENST00000498574	398	242.782	0	0
ENST00000629472	412	256.583	0	0
ENST00000627634	383	228.04	0	0
ENST00000438142	428	272.373	0	0
ENST00000390597	378	223.13	0	0
ENST00000620613	314	161.451	0	0
ENST00000621595	312	159.581	0	0
ENST00000390302	412	256.583	0	0
ENST00000429992	332	178.569	0	0
ENST00000560045	312	159.581	0	0
ENST00000390618	426	270.401	0	0
ENST00000390604	425	269.414	0	0
ENST00000434710	434	278.291	0	0
ENST00000390612	425	269.414	0	0
ENST00000390605	410	254.596	0	0
ENST00000390593	415	259.545	0	0
ENST00000448155	376	221.196	0	0
ENST00000390616	400	244.757	0	0
ENST00000390624	432	276.291	0	0
ENST00000390602	430	274.36	0	0
ENST00000390619	425	269.414	0	0
ENST00000390594	417	261.493	1	0.196859
ENST00000390595	395	239.806	0	0
ENST00000390609	432	276.291	0	0
ENST00000390252	442	286.263	0	0
ENST00000468494	390	234.889	0	0
ENST00000390256	406	250.646	0	0
ENST00000496168	532	375.89	0	0
ENST00000390607	430	274.36	0	0
ENST00000390621	411	255.583	0	0
ENST00000390617	366	211.467	0	0
ENST00000390289	379	224.107	63	14.471
ENST00000626489	397	241.782	0	0
ENST00000498435	382	227.051	0	0
ENST00000480492	398	242.782	0	0
ENST00000628287	466	310.039	0	0
ENST00000484817	390	234.889	0	0
ENST00000618644	385	230.017	0	0
ENST00000390290	400	244.757	5	1.0516
ENST00000630493	369	214.404	0	0
ENST00000390293	369	214.404	0	0
ENST00000483158	392	236.865	0	0
ENST00000611170	702	545.796	0	0
ENST00000490686	378	223.13	0	0
ENST00000390243	538	381.89	0	0
ENST00000482769	390	234.889	0	0
ENST00000492167	400	244.757	0	0
ENST00000390244	408	252.634	0	0
ENST00000421835	350	195.916	0	0
ENST00000630556	353	198.816	0	0
ENST00000628219	534	377.89	0	0
ENST00000509129	353	198.816	0	0
ENST00000626108	353	198.816	0	0
ENST00000338912	353	198.816	0	0
ENST00000390296	397	241.782	0	0
ENST00000628927	355	200.736	0	0
ENST00000618026	393	237.842	0	0
ENST00000615359	351	196.896	0	0
ENST00000628968	374	219.251	0	0
ENST00000610349	407	251.634	0	0
ENST00000558565	359	204.655	0	0
ENST00000454421	431	275.319	0	0
ENST00000618085	225	82.6242	0	0
ENST00000390632	427	271.401	0	0
ENST00000390627	571	414.87	0	0
ENST00000390625	439	283.277	0	0
ENST00000613477	342	188.137	0	0
ENST00000390629	495	338.926	0	0
ENST00000390630	457	301.161	0	0
ENST00000390628	414	258.545	0	0
ENST00000390626	410	254.596	0	0
ENST00000453673	353	198.816	6	1.55351
ENST00000390303	383	228.04	0	0
ENST00000354689	294	142.867	0	0
ENST00000558425	288	137.324	0	0
ENST00000390297	467	311.039	0	0
ENST00000390298	385	230.017	0	0
ENST00000627132	384	229.017	0	0
ENST00000614332	333	179.533	0	0
ENST00000390299	407	251.634	0	0
ENST00000390300	374	219.251	0	0
ENST00000390301	393	237.842	0	0
ENST00000604066	353	198.816	0	0
ENST00000622410	353	198.816	0	0
ENST00000628076	348	193.955	0	0
ENST00000390265	440	284.277	0	0
ENST00000611734	324	170.974	0	0
ENST00000390294	407	251.634	0	0
ENST00000474213	395	239.806	0	0
ENST00000491977	390	234.889	0	0
ENST00000612356	310	157.693	0	0
ENST00000557788	353	198.816	0	0
ENST00000453166	396	240.794	0	0
ENST00000558026	306	153.969	0	0
ENST00000390268	390	234.889	0	0
ENST00000622028	353	198.816	0	0
ENST00000390611	381	226.051	0	0
ENST00000462693	390	234.889	0	0
ENST00000570121	353	198.816	0	0
ENST00000436451	409	253.609	0	0
ENST00000417279	396	240.794	0	0
ENST00000390270	445	289.249	0	0
ENST00000377032	371	216.371	0	0
ENST00000390271	371	216.371	0	0
ENST00000390277	444	288.249	0	0
ENST00000611740	324	170.974	0	0
ENST00000492446	378	223.13	0	0
ENST00000611391	376	221.196	0	0
ENST00000483379	532	375.89	2	0.273895
ENST00000390603	437	281.291	0	0
ENST00000562905	353	198.816	0	0
ENST00000603660	431	275.319	0	0
ENST00000390601	473	317.023	0	0
ENST00000390622	655	498.822	0	0
ENST00000390598	430	274.36	0	0
ENST00000390606	415	259.545	0	0
ENST00000455737	417	261.493	0	0
ENST00000390615	431	275.319	0	0
ENST00000390278	373	218.306	0	0
ENST00000390610	411	255.583	0	0
ENST00000425181	350	195.916	0	0
ENST00000390247	445	289.249	0	0
ENST00000464162	380	225.107	0	0
ENST00000479981	378	223.13	0	0
ENST00000495489	398	242.782	0	0
ENST00000377423	705	548.796	0	0
ENST00000565407	349	194.925	0	0
ENST00000468879	532	375.89	0	0
ENST00000471857	534	377.89	0	0
ENST00000443397	384	229.017	0	0
ENST00000567458	358	203.665	0	0
ENST00000390286	426	270.401	0	0
ENST00000390285	623	466.87	0	0
ENST00000390283	414	258.545	0	0
ENST00000390304	377	222.163	0	0
ENST00000390305	380	225.107	0	0
ENST00000390306	502	345.926	0	0
ENST00000390307	409	253.609	0	0
ENST00000390308	602	445.87	0	0
ENST00000390309	377	222.163	0	0
ENST00000390633	412	256.583	0	0
ENST00000390634	434	278.291	0	0
ENST00000624687	411	255.583	0	0
ENST00000617374	358	203.665	0	0
ENST00000433072	437	281.291	0	0
ENST00000621503	303	151.21	0	0
ENST00000390636	437	281.291	0	0
ENST00000390639	405	249.659	0	0
ENST00000424969	587	430.87	0	0
ENST00000390412	50	9.36	0	0
ENST00000390417	48	7.70833	0	0
ENST00000390418	53	9.84848	0	0
ENST00000390414	46	8.29412	0	0
ENST00000390416	50	9.36	0	0
ENST00000390415	49	8.70833	0	0
ENST00000390413	51	9.35714	0	0
ENST00000390419	47	8.05	0	0
ENST00000390334	60	12.25	0	0
ENST00000390339	60	12.25	0	0
ENST00000390337	50	9.36	0	0
ENST00000390333	50	9.36	0	0
ENST00000390338	61	12.1754	0	0
ENST00000390534	62	12.377	0	0
ENST00000390520	63	11.6338	0	0
ENST00000390480	54	9.78378	0	0
ENST00000390527	64	12.0133	0	0
ENST00000390495	66	12.1591	0	0
ENST00000390521	60	12.25	0	0
ENST00000390528	61	12.1754	0	0
ENST00000390496	62	12.377	0	0
ENST00000390499	62	12.377	0	0
ENST00000614481	58	11.1875	0	0
ENST00000390497	61	12.1754	0	0
ENST00000390517	57	10.8667	0	0
ENST00000390503	58	11.1875	0	0
ENST00000390486	69	11.7542	0	0
ENST00000390505	66	12.1591	0	0
ENST00000390504	57	10.8667	0	0
ENST00000390516	55	10.2821	0	0
ENST00000390519	66	12.1591	0	0
ENST00000390511	60	12.25	0	0
ENST00000390491	63	11.6338	0	0
ENST00000390490	57	10.8667	0	0
ENST00000390507	57	10.8667	0	0
ENST00000390514	63	11.6338	0	0
ENST00000390481	63	11.6338	0	0
ENST00000390536	62	12.377	0	0
ENST00000390510	59	12.1875	0	0
ENST00000390502	59	12.1875	0	0
ENST00000390494	54	9.78378	0	0
ENST00000390512	60	12.25	0	0
ENST00000390513	63	11.6338	0	0
ENST00000390531	62	12.377	0	0
ENST00000390475	54	9.78378	0	0
ENST00000390498	63	11.6338	0	0
ENST00000390493	63	11.6338	0	0
ENST00000390506	57	10.8667	0	0
ENST00000390523	52	9.73333	0	0
ENST00000390532	60	12.25	0	0
ENST00000390479	60	12.25	0	0
ENST00000612375	65	12.1235	0	0
ENST00000390530	59	12.1875	0	0
ENST00000390535	66	12.1591	0	0
ENST00000390484	60	12.25	0	0
ENST00000390487	60	12.25	0	0
ENST00000390482	63	11.6338	0	0
ENST00000390533	63	11.6338	0	0
ENST00000390489	63	11.6338	0	0
ENST00000390488	56	10.3256	0	0
ENST00000390509	66	12.1591	0	0
ENST00000390525	60	12.25	0	0
ENST00000390483	62	12.377	0	0
ENST00000390518	60	12.25	0	0
ENST00000390485	66	12.1591	0	0
ENST00000390474	48	7.70833	0	0
ENST00000390524	63	11.6338	0	0
ENST00000390476	59	12.1875	0	0
ENST00000390508	60	12.25	0	0
ENST00000390492	66	12.1591	0	0
ENST00000390473	51	9.35714	0	0
ENST00000390515	63	11.6338	0	0
ENST00000390526	60	12.25	0	0
ENST00000361390	956	799.796	1631.46	105.006
ENST00000361453	1042	885.796	2684.62	156.014
ENST00000361624	1542	1385.8	103458	3843.07
ENST00000361739	684	527.796	29086	2836.84
ENST00000361851	207	68.6538	505.998	379.402
ENST00000361899	681	524.822	3679.79	360.933
ENST00000362079	784	627.796	44306.9	3633.03
ENST00000361227	346	192.032	6313	1692.3
ENST00000361335	297	145.617	1593	563.143
ENST00000361381	1378	1221.8	5998	252.711
ENST00000361567	1812	1655.8	5813	180.721
ENST00000361681	525	368.89	835.995	116.66
ENST00000361789	1141	984.796	4151	216.981
ENST00000267889	12614	12457.8	106.483	0.440003
ENST00000559721	335	181.442	2.16535	0.614335
ENST00000558623	519	362.89	2.89819	0.411118
ENST00000561261	401	245.721	0	0
ENST00000619217	864	707.796	0.182532	0.0132754
ENST00000620390	288	137.324	0	0
ENST00000612251	1691	1534.8	0	0
ENST00000282026	3760	3603.8	28.8927	0.412709
ENST00000490932	217	76.224	0.388889	0.262633
ENST00000612978	1220	1063.8	2.80943	0.135949
ENST00000614395	1886	1729.8	17.3809	0.517242
ENST00000620199	463	307.085	11.15	1.8691
ENST00000613577	354	199.787	0	0
ENST00000621725	473	317.023	0	0
ENST00000618859	788	631.796	26.6597	2.17217
ENST00000613597	366	211.467	0	0
ENST00000383209	1694	1537.8	0	0
ENST00000381812	1550	1393.8	66.4896	2.45567
ENST00000381808	1261	1104.8	1.74279	0.0812044
ENST00000339987	1404	1247.8	31.7093	1.30816
ENST00000360779	1519	1362.8	13.9752	0.52789
ENST00000467129	480	323.991	0	0
ENST00000615838	1096	939.796	6.26631	0.343237
ENST00000622165	747	590.796	0	0
ENST00000626328	712	555.796	0	0
ENST00000613440	798	641.796	14.3813	1.1535
ENST00000626738	491	334.942	0	0
ENST00000630826	581	424.87	0	0
ENST00000626686	731	574.796	0	0
ENST00000628199	2194	2037.8	17.9011	0.452204
ENST00000616412	565	408.87	0.514372	0.0647602
ENST00000452123	1847	1690.8	0	0
ENST00000215539	2116	1959.8	0.999995	0.0262665
ENST00000415638	2136	1979.8	5.00826e-06	1.30221e-07
ENST00000568221	730	573.796	0	0
ENST00000626153	6066	5909.8	25.2388	0.219843
ENST00000617836	2803	2646.8	23.045	0.4482
ENST00000614271	3174	3017.8	763.629	13.0259
ENST00000626917	3035	2878.8	563.047	10.0681
ENST00000628682	697	540.796	11.7289	1.11645
ENST00000628382	564	407.87	58.5016	7.38348
ENST00000630443	667	510.822	0	0
ENST00000631147	691	534.796	1.70053	0.163686
ENST00000630564	727	570.796	48.5432	4.37788
ENST00000629384	609	452.87	41.4829	4.71532
ENST00000625855	770	613.796	5.30104	0.444583
ENST00000629815	390	234.889	0	0
ENST00000465992	3672	3515.8	0	0
ENST00000443494	864	707.796	34.7094	2.52438
ENST00000437507	736	579.796	7.28745	0.647018
ENST00000443142	743	586.796	27.2533	2.39083
ENST00000453694	754	597.796	1.51228	0.130225
ENST00000471263	571	414.87	0.551842	0.0684728
ENST00000039007	1585	1428.8	0	0
ENST00000488812	627	470.87	0	0
